Load Report FULLS IN;;;;;;;;;;;;;;;;;;;;;;;;;
Steering partner name;Business case;Freight mode;Load ID;Leg number;Transport end [date time];Transport mode;Transport order ID;Carrier company name;;Consignor location name;Recipient location name;Truck plate number;Trailer plate number;;Driver name;Driver contact;1st status in process;Pickup [date];Pickup times;Delivery [date];Delivery times;Handling unit quantity (TO);Current status name (TO);Current status name (Load);
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240147;1;12.08.2015 21:00;LTL;VE01994332;97303889 - EKOL Logistics Kft.;34;45348 | Ames Aleaciones de Metales;97178139 | Eckerle Automotive Kft.;;;0;;;05.08.2015 08:59;06.08.2015;08:00 - 16:30;12.08.2015;09:00 - 21:00;4;consignment collected;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240133;1;12.08.2015 21:00;LTL;VE01994335;97303889 - EKOL Logistics Kft.;34;71055 | INDUSTRIAS EKA S.A.;97178139 | Eckerle Automotive Kft.;;;0;;;05.08.2015 08:58;06.08.2015;07:00 - 17:00;12.08.2015;09:00 - 21:00;2;consignment collected;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240130;1;12.08.2015 21:00;LTL;VE01994336;97303889 - EKOL Logistics Kft.;34;648288 | Industrial Vilassarenca, SA;97178139 | Eckerle Automotive Kft.;;;0;;;04.08.2015 15:11;06.08.2015;06:00 - 14:00;12.08.2015;09:00 - 21:00;21;consignment collected;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240149;1;12.08.2015 15:00;LTL;VE01994541;97303889 - EKOL Logistics Kft.;48;660130 | Talleres Eléctricos M. Serrano SA;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;05.08.2015 09:28;06.08.2015;08:00 - 18:00;12.08.2015;14:00 - 15:00;6;consignment collected;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240155;1;11.08.2015 19:00;LTL;10014759;670331 - Ghibli Szállítmányozási Kft.;48;26728 | MAP SPA MECCANICA ALTA PRECISIONE;3000 | Robert Bosch Energy and Body Systems Kft.;MPY-638;;0;;;05.08.2015 09:09;06.08.2015;09:00 - 17:00;11.08.2015;18:00 - 19:00;10;consignment collected;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240441;1;08.08.2015 01:00;MR;VE01995761;670331 - Ghibli Szállítmányozási Kft.;48;97073589 | S. C. ZES Zollner Electronic SRL;3000 | Robert Bosch Energy and Body Systems Kft.;MHK-529;XVL-367;0;;;06.08.2015 10:07;07.08.2015;17:00 - 18:00;08.08.2015;00:00 - 01:00;264;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240315;2;08.08.2015 01:00;HUB;VE01993828;123261 - LGI Logistics Group International GmbH.;48;10784 | KRAEWA GMBH;3000 | Robert Bosch Energy and Body Systems Kft.;MZG280;WAE652;0;;;05.08.2015 09:22;06.08.2015;08:00 - 16:00;08.08.2015;00:00 - 04:00;17;Goods Issue handling location;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240163;1;12.08.2015 11:00;LTL;VE01994297;97303889 - EKOL Logistics Kft.;48;52554 | Robert Bosch Espa?a Fábrica Castellet, S.A;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;05.08.2015 09:11;06.08.2015;15:00 - 16:00;12.08.2015;10:00 - 11:00;11;consignment collected;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240433;1;11.08.2015 11:30;FTL;10014875;125196 - Horváth Rudolf Intertransport Kft.;48;14823-02 | Egon Grosshaus GmbH & Co. KG;3000 | Robert Bosch Energy and Body Systems Kft.;KSW-422;XXF-472;0;;;06.08.2015 11:24;07.08.2015;08:00 - 09:00;11.08.2015;10:30 - 11:30;48;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240351;1;08.08.2015 11:00;FTL;VER1994744;123261 - LGI Logistics Group International GmbH.;48;97229256 | Schulte And Schmidt Srl;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;06.08.2015 08:35;07.08.2015;11:00 - 12:00;08.08.2015;10:00 - 11:00;33;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240436;1;11.08.2015 23:59;MR;10014877;125196 - Horváth Rudolf Intertransport Kft.;48;14823-02 | Egon Grosshaus GmbH & Co. KG;3000 | Robert Bosch Energy and Body Systems Kft.;NEW-944;WAE-675;0;;;06.08.2015 11:25;07.08.2015;09:00 - 10:00;11.08.2015;00:00 - 23:59;32;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239895;1;10.08.2015 19:00;LTL;VE01993119;670331 - Ghibli Szállítmányozási Kft.;48;25616 | SIAC International S.R.L;3000 | Robert Bosch Energy and Body Systems Kft.;MOD-796;XZX-635;0;;;04.08.2015 09:16;05.08.2015;14:00 - 17:00;10.08.2015;18:00 - 19:00;23;consignment collected;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240054;2;07.08.2015 02:00;HUB;VE01992462;123261 - LGI Logistics Group International GmbH.;48;73659-01 | Ims Gear Gmbh;3000 | Robert Bosch Energy and Body Systems Kft.;MZG284;WAE679;0;;;04.08.2015 10:26;05.08.2015;07:30 - 16:00;07.08.2015;00:00 - 04:00;10;consignment collected;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240313;2;08.08.2015 00:01;HUB;VE01984117;123261 - LGI Logistics Group International GmbH.;48;662587 | Bosch 917 Rbbe;3000 | Robert Bosch Energy and Body Systems Kft.;MTT864;RTZD239;0;;;03.08.2015 09:28;04.08.2015;08:00 - 18:00;08.08.2015;00:00 - 04:00;8;Goods Issue handling location;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240563;1;12.08.2015 19:00;LTL;10014860;670331 - Ghibli Szállítmányozási Kft.;48;97250330 | Robert Bosch S.R.L;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;06.08.2015 10:20;10.08.2015;08:00 - 16:00;12.08.2015;18:00 - 19:00;25;Shipment in process;Load in progress;16
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239858;1;10.08.2015 19:00;LTL;10014685;670331 - Ghibli Szállítmányozási Kft.;48;97185964 | Eucasting Ro;3000 | Robert Bosch Energy and Body Systems Kft.;AG-23-FAD;AG-24-FAD;0;;;04.08.2015 10:02;05.08.2015;08:00 - 16:00;10.08.2015;18:00 - 19:00;88;consignment collected;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240400;1;14.08.2015 15:00;LTL;10014804;97303889 - EKOL Logistics Kft.;48;27012 | ROBERT BOSCH S.A.;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;05.08.2015 11:55;07.08.2015;12:00 - 13:00;14.08.2015;14:00 - 15:00;5;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240436;1;11.08.2015 23:59;MR;10014874;125196 - Horváth Rudolf Intertransport Kft.;48;14823 | Egon Grosshaus GmbH & Co. KG;3000 | Robert Bosch Energy and Body Systems Kft.;NEW-944;WAE-675;0;;;06.08.2015 11:23;07.08.2015;11:00 - 12:00;11.08.2015;11:30 - 12:30;6;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239866;1;10.08.2015 19:00;LTL;VE01993124;670331 - Ghibli Szállítmányozási Kft.;48;41502 | Brovedani Spa;3000 | Robert Bosch Energy and Body Systems Kft.;MYD-816;WAD-211;0;;;04.08.2015 09:06;05.08.2015;08:00 - 16:00;10.08.2015;18:00 - 19:00;14;consignment collected;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240359;1;08.08.2015 04:00;FTL;10014867;670331 - Ghibli Szállítmányozási Kft.;48;97185965 | Brixiapress, s.r.o.;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;06.08.2015 10:56;07.08.2015;15:00 - 17:00;08.08.2015;00:00 - 04:00;28;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240389;1;13.08.2015 21:00;LTL;10014845;97303889 - EKOL Logistics Kft.;34;135595 | Productos J.V., S.L.;97178139 | Eckerle Automotive Kft.;;;0;;;06.08.2015 09:45;07.08.2015;08:00 - 16:30;13.08.2015;09:00 - 21:00;4;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239804;2;06.08.2015 00:01;HUB;10014566;123261 - LGI Logistics Group International GmbH.;48;1089 | PUCARO GMBH c/o Spedition Rüdiger;3000 | Robert Bosch Energy and Body Systems Kft.;MPJ 462;WAE679;0;;;31.07.2015 14:17;03.08.2015;08:00 - 17:00;06.08.2015;00:00 - 04:00;2;Goods Issue handling location;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240352;1;08.08.2015 12:00;FTL;VE01995631;123261 - LGI Logistics Group International GmbH.;48;631099 | Metaldyne Oslavany, spol. s r.o.;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;06.08.2015 09:31;07.08.2015;12:00 - 12:00;08.08.2015;12:00 - 12:00;12;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240314;2;08.08.2015 02:00;HUB;VE01992630;123261 - LGI Logistics Group International GmbH.;48;61377 | The Bergquist Company GmbH;3000 | Robert Bosch Energy and Body Systems Kft.;MZG257;XYV303;0;;;04.08.2015 08:17;05.08.2015;09:00 - 16:00;08.08.2015;00:00 - 04:00;1;consignment collected;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240112;1;12.08.2015 11:00;LTL;10014764;97303889 - EKOL Logistics Kft.;48;94320 | Matz-Erreka, S. Coop.;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;05.08.2015 09:33;06.08.2015;08:00 - 16:00;12.08.2015;10:00 - 11:00;1;consignment collected;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239912;1;10.08.2015 10:00;FTL;10014726;123261 - LGI Logistics Group International GmbH.;48;364268 | 02 | ARSLAN METAL PLASTIK;3000 | Robert Bosch Energy and Body Systems Kft.;NS229NY;AC834NS;0;;;04.08.2015 11:47;05.08.2015;08:00 - 16:00;10.08.2015;08:00 - 10:00;14;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240524;2;11.08.2015 00:01;HUB;10014733;123261 - LGI Logistics Group International GmbH.;48;14819 | Fuchs Europe Schmierstoffe Gmbh;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;04.08.2015 14:34;06.08.2015;08:00 - 14:00;11.08.2015;00:00 - 04:00;1;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240390;1;13.08.2015 11:00;LTL;10014844;97303889 - EKOL Logistics Kft.;48;135595 | Productos J.V., S.L.;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;06.08.2015 09:37;07.08.2015;08:00 - 17:00;13.08.2015;10:00 - 11:00;7;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240524;2;11.08.2015 00:01;HUB;10014728;123261 - LGI Logistics Group International GmbH.;48;13259-01 | Gummifabrik Lubeca Gmbh & Co. KG;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;04.08.2015 12:43;06.08.2015;08:00 - 14:15;11.08.2015;00:00 - 04:00;2;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240349;1;12.08.2015 10:00;FTL;VE01995814;123261 - LGI Logistics Group International GmbH.;48;364268 | 02 | ARSLAN METAL PLASTIK;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;06.08.2015 10:26;07.08.2015;08:00 - 16:00;12.08.2015;08:00 - 10:00;31;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240386;1;10.08.2015 20:30;LTL;VE01995689;670331 - Ghibli Szállítmányozási Kft.;48;5000040701 |  Kienle + Spiess Hungary kft;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;06.08.2015 10:03;07.08.2015;08:00 - 14:00;10.08.2015;19:30 - 20:30;3;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240401;1;14.08.2015 15:00;LTL;10014424;97303889 - EKOL Logistics Kft.;48;27012 | ROBERT BOSCH S.A.;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;30.07.2015 09:17;07.08.2015;12:00 - 13:00;14.08.2015;14:00 - 15:00;1;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239835;1;10.08.2015 05:00;FTL;VE01992936;97213980 - Waberer's International Zrt.;48;14242 |  TEKNIA MANRESA S.L.U;3000 | Robert Bosch Energy and Body Systems Kft.;MTT113;WAD389;0;;;04.08.2015 09:36;05.08.2015;08:00 - 16:00;10.08.2015;04:00 - 05:00;11;consignment collected;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240313;2;08.08.2015 00:01;HUB;VE01984118;123261 - LGI Logistics Group International GmbH.;48;2000000046 | HELVOET RUBBER & PLASTIC;3000 | Robert Bosch Energy and Body Systems Kft.;MTT864;RTZD239;0;;;03.08.2015 09:54;04.08.2015;08:00 - 16:00;08.08.2015;00:00 - 04:00;4;Goods Issue handling location;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240524;2;11.08.2015 00:01;HUB;10014833;123261 - LGI Logistics Group International GmbH.;48;134671 | R.E.T.;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;06.08.2015 08:53;07.08.2015;08:00 - 16:00;11.08.2015;00:00 - 04:00;5;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240405;1;12.08.2015 19:00;LTL;10014769;670331 - Ghibli Szállítmányozási Kft.;48;97099152 | FONTANAFREDDA COLD FORGING SRL;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;05.08.2015 10:20;07.08.2015;14:00 - 16:00;12.08.2015;18:00 - 19:00;11;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239404;1;07.08.2015 21:00;LTL;VE01975061;97303889 - EKOL Logistics Kft.;34;97204397 | Altcam Valls , S.L.U;97178139 | Eckerle Automotive Kft.;;;0;;;31.07.2015 10:56;03.08.2015;08:00 - 17:00;07.08.2015;09:00 - 21:00;11;Billingcase created;Billingcase created;19
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240313;2;08.08.2015 00:01;HUB;10014803;123261 - LGI Logistics Group International GmbH.;48;73659-01 | Ims Gear Gmbh;3000 | Robert Bosch Energy and Body Systems Kft.;MTT864;RTZD239;0;;;05.08.2015 11:48;06.08.2015;07:30 - 16:00;08.08.2015;00:00 - 04:00;16;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239815;2;05.08.2015 22:00;HUB;10014613;670331 - Ghibli Szállítmányozási Kft.;48;7938 | Scheuermann+Heilig GmbH;3000 | Robert Bosch Energy and Body Systems Kft.;MYD - 817;WAF - 788;0;;;03.08.2015 10:43;04.08.2015;07:00 - 15:30;06.08.2015;00:00 - 23:59;10;Billingcase created;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239815;2;05.08.2015 22:00;HUB;10014507;670331 - Ghibli Szállítmányozási Kft.;48;4010 | Schumacher Gmbh;3000 | Robert Bosch Energy and Body Systems Kft.;MYD - 817;WAF - 788;0;;;31.07.2015 08:28;03.08.2015;07:00 - 15:00;06.08.2015;00:00 - 23:59;1;Billingcase created;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240314;2;08.08.2015 02:00;HUB;10014587;123261 - LGI Logistics Group International GmbH.;48;2937 | Fs-Etiketten Gmbh;3000 | Robert Bosch Energy and Body Systems Kft.;MZG257;XYV303;0;;;03.08.2015 09:29;06.08.2015;08:00 - 16:00;08.08.2015;00:00 - 04:00;3;consignment collected;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240313;2;08.08.2015 00:01;HUB;VE01992534;123261 - LGI Logistics Group International GmbH.;48;12394-01 | Schulte & Schmidt Gmbh & Co. KG;3000 | Robert Bosch Energy and Body Systems Kft.;MTT864;RTZD239;0;;;03.08.2015 13:10;05.08.2015;07:00 - 15:30;08.08.2015;00:00 - 04:00;8;Goods Issue handling location;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240313;2;08.08.2015 00:01;HUB;10014765;123261 - LGI Logistics Group International GmbH.;48;134671 | R.E.T.;3000 | Robert Bosch Energy and Body Systems Kft.;MTT864;RTZD239;0;;;05.08.2015 09:35;06.08.2015;08:00 - 16:00;08.08.2015;00:00 - 04:00;4;Goods Issue handling location;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240314;2;08.08.2015 02:00;HUB;VE01993809;123261 - LGI Logistics Group International GmbH.;48;31410 | Bauser Gmbh;3000 | Robert Bosch Energy and Body Systems Kft.;MZG257;XYV303;0;;;05.08.2015 11:13;06.08.2015;08:00 - 16:00;08.08.2015;00:00 - 04:00;1;Goods Issue handling location;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240331;2;08.08.2015 04:00;HUB;10014625;123261 - LGI Logistics Group International GmbH.;48;7644 | Stanzwerk Ag;3000 | Robert Bosch Energy and Body Systems Kft.;MZG257;XYV303;0;;;03.08.2015 10:59;05.08.2015;10:00 - 15:00;10.08.2015;00:00 - 04:00;11;Goods Issue handling location;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240053;2;07.08.2015 01:00;HUB;VE01984067;123261 - LGI Logistics Group International GmbH.;48;686 | Schunk Sintermetalltechnik GmbH;3000 | Robert Bosch Energy and Body Systems Kft.;MZG257;XYV303;0;;;03.08.2015 09:37;04.08.2015;08:00 - 16:00;07.08.2015;00:00 - 04:00;1;Goods Issue handling location;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240053;2;07.08.2015 01:00;HUB;VE01992472;123261 - LGI Logistics Group International GmbH.;48;78345 | Bohnert Gmbh;3000 | Robert Bosch Energy and Body Systems Kft.;MZG257;XYV303;0;;;03.08.2015 12:03;05.08.2015;08:00 - 16:00;07.08.2015;00:00 - 04:00;2;Goods Issue handling location;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240522;2;11.08.2015 01:00;HUB;VE01995182;123261 - LGI Logistics Group International GmbH.;48;888020 | ROBERT BOSCH GMBH;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;06.08.2015 10:28;07.08.2015;08:00 - 16:00;11.08.2015;00:00 - 04:00;25;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240524;2;11.08.2015 00:01;HUB;10014838;123261 - LGI Logistics Group International GmbH.;48;134671 | R.E.T.;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;06.08.2015 08:58;07.08.2015;08:00 - 16:00;11.08.2015;00:00 - 04:00;4;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240314;2;08.08.2015 02:00;HUB;VE01993788;123261 - LGI Logistics Group International GmbH.;48;4522 | Kurt Meder Gmbh;3000 | Robert Bosch Energy and Body Systems Kft.;MZG257;XYV303;0;;;05.08.2015 10:11;06.08.2015;08:00 - 15:00;08.08.2015;00:00 - 04:00;2;Goods Issue handling location;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240315;2;08.08.2015 01:00;HUB;VE01974963;123261 - LGI Logistics Group International GmbH.;48;27455 | Fischer Automaten-Drehteile GmbH & Co KG;3000 | Robert Bosch Energy and Body Systems Kft.;MZG280;WAE652;0;;;31.07.2015 08:04;05.08.2015;14:00 - 16:00;08.08.2015;00:00 - 04:00;10;Goods Receipt handling location;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240312;2;07.08.2015 22:00;HUB;VE01993787;670331 - Ghibli Szállítmányozási Kft.;48;8817 | Hidria Bausch GmbH;3000 | Robert Bosch Energy and Body Systems Kft.;MYD - 819;WAD-212;0;;;05.08.2015 09:57;06.08.2015;08:00 - 16:00;08.08.2015;00:00 - 04:00;6;Goods Receipt handling location;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240329;1;11.08.2015 19:00;LTL;10014792;670331 - Ghibli Szállítmányozási Kft.;48;97185964 | Eucasting Ro;3000 | Robert Bosch Energy and Body Systems Kft.;LST-312;MS-26-MEX;0;;;05.08.2015 10:50;06.08.2015;08:00 - 16:00;11.08.2015;18:00 - 19:00;32;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239133;1;06.08.2015 15:00;LTL;VE01965911;97303889 - EKOL Logistics Kft.;48;134631 | Elsi Elektrik Sist.San.Tic.Ltd.ªti.;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;29.07.2015 13:35;31.07.2015;08:00 - 18:00;06.08.2015;14:00 - 15:00;1;Billingcase created;Billingcase created;19
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240524;2;11.08.2015 00:01;HUB;10014766;123261 - LGI Logistics Group International GmbH.;48;12394-02 | Schulte & Schmidt;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;05.08.2015 09:37;06.08.2015;14:00 - 15:30;11.08.2015;00:00 - 04:00;4;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240315;2;08.08.2015 01:00;HUB;VE01994251;123261 - LGI Logistics Group International GmbH.;48;447 | Kienle + Spiess;3000 | Robert Bosch Energy and Body Systems Kft.;MZG280;WAE652;0;;;05.08.2015 10:03;06.08.2015;13:00 - 18:00;08.08.2015;00:00 - 04:00;1;Goods Issue handling location;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240441;1;08.08.2015 01:00;MR;VE01995762;670331 - Ghibli Szállítmányozási Kft.;48;453538 | Heiche Hungary Bt.;3000 | Robert Bosch Energy and Body Systems Kft.;MHK-529;XVL-367;0;;;06.08.2015 09:41;07.08.2015;12:00 - 13:30;08.08.2015;00:00 - 01:00;20;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240362;1;08.08.2015 20:00;FTL;VE01995804;123261 - LGI Logistics Group International GmbH.;48;888885 |  ROBERT BOSCH GMBH;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;06.08.2015 09:31;07.08.2015;18:00 - 19:00;08.08.2015;19:00 - 20:00;60;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240388;1;12.08.2015 19:00;LTL;VE01995818;670331 - Ghibli Szállítmányozási Kft.;48;41502 | Brovedani Spa;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;06.08.2015 10:34;07.08.2015;08:00 - 16:00;12.08.2015;18:00 - 19:00;17;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240053;2;07.08.2015 01:00;HUB;VE01992503;123261 - LGI Logistics Group International GmbH.;48;4573 | Renger Kunststoffspritzteile GmbH & Co. KG;3000 | Robert Bosch Energy and Body Systems Kft.;MZG257;XYV303;0;;;04.08.2015 10:20;05.08.2015;07:00 - 16:00;07.08.2015;00:00 - 04:00;5;Goods Receipt handling location;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239399;1;07.08.2015 15:00;LTL;VE01975341;97303889 - EKOL Logistics Kft.;48;660130 | Talleres Eléctricos M. Serrano SA;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;31.07.2015 09:46;03.08.2015;08:00 - 18:00;07.08.2015;14:00 - 15:00;20;consignment collected;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239461;1;07.08.2015 01:00;MR;VE01975037;97213980 - Waberer's International Zrt.;48;78194 | Nopatra, S.A.;3000 | Robert Bosch Energy and Body Systems Kft.;MWV962;WAG912;0;;;30.07.2015 15:33;03.08.2015;15:00 - 17:00;07.08.2015;00:00 - 01:00;2;consignment collected;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239374;1;07.08.2015 21:00;LTL;VE01975062;97303889 - EKOL Logistics Kft.;34;648288-01 | Industrial Vilassarenca, SA;97178139 | Eckerle Automotive Kft.;;;0;;;31.07.2015 09:15;03.08.2015;06:00 - 14:00;07.08.2015;09:00 - 21:00;5;Billingcase created;Billingcase created;19
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240422;1;07.08.2015 16:00;MR;VE01995866;97285181 - EuroCargo Express;48;93023 | Eckerle Automotive Kft.;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;06.08.2015 10:55;07.08.2015;06:00 - 08:00;07.08.2015;15:00 - 16:00;62;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239203;1;06.08.2015 21:00;LTL;10014469;97303889 - EKOL Logistics Kft.;34;660114 | Fundicion Inyectada Badalona S.A.;97178139 | Eckerle Automotive Kft.;;;0;;;30.07.2015 11:46;31.07.2015;07:30 - 13:30;06.08.2015;09:00 - 21:00;5;Billingcase created;Billingcase created;19
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239403;1;07.08.2015 11:00;LTL;VE01975035;97303889 - EKOL Logistics Kft.;48;97204397 | Altcam Valls , S.L.U;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;31.07.2015 10:57;03.08.2015;08:00 - 17:00;07.08.2015;10:00 - 11:00;66;consignment collected;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239401;1;07.08.2015 11:00;LTL;VE01975034;97303889 - EKOL Logistics Kft.;48;97216525 | Forta Coldtech S.L.;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;31.07.2015 10:35;03.08.2015;08:00 - 17:30;07.08.2015;10:00 - 11:00;2;consignment collected;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239425;1;07.08.2015 21:00;LTL;VE01975066;97303889 - EKOL Logistics Kft.;34;78194 | Nopatra, S.A.;97178139 | Eckerle Automotive Kft.;;;0;;;30.07.2015 16:45;03.08.2015;15:00 - 18:00;07.08.2015;09:00 - 21:00;9;Billingcase created;Billingcase created;19
Robert Bosch Energy and Body Systems Kft.;FLL;IN;238401;1;12.08.2015 15:00;LTL;VE01955001;97303889 - EKOL Logistics Kft.;48;126364 | Micro Plasticos Sa;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;27.07.2015 10:35;28.07.2015;09:00 - 18:00;12.08.2015;14:00 - 15:00;1;delivered;Load delivered;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240384;1;12.08.2015 03:00;LTL;VE01995910;97053356 - GEFCO Hungary;48;180104 | Maugo Poland Sp. Z O.O.;97311161 | Europa Center Miskolc Uzleti es L. P.;;;0;;;05.08.2015 14:20;07.08.2015;08:00 - 21:00;12.08.2015;02:00 - 03:00;25;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240318;1;12.08.2015 16:00;FTL;VE01994445;97213980 - Waberer's International Zrt.;48;661422 | Industrias Cantabras de Torneado SR;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;05.08.2015 10:51;06.08.2015;08:00 - 16:00;12.08.2015;15:00 - 16:00;11;Transport order accepted;Load assigned;13
